FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
23JUL2021:00:00:00,30 o menos,M,Sinopharm,Privado,2,0,,0
23JUL2021:00:00:00,41 a 50,F,Sinopharm,Público nacional,1,0,,0
06AUG2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,,0
08AUG2021:00:00:00,51 a 60,F,Sinopharm,Público,1,0,,0
09AUG2021:00:00:00,61 a 70,M,Moderna,Público nacional,0,2,,0
10AUG2021:00:00:00,61 a 70,F,Moderna,Privado,0,4,,0
12AUG2021:00:00:00,61 a 70,M,Moderna,Privado,0,1,,0
26AUG2021:00:00:00,61 a 70,F,Moderna,Público nacional,0,2,,0
27AUG2021:00:00:00,51 a 60,F,Moderna,Privado,0,2,,0
29AUG2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,1,,0
02SEP2021:00:00:00,51 a 60,F,Sputnik,Privado,0,1,,0
02SEP2021:00:00:00,51 a 60,M,Sputnik,Privado,0,1,,0
07SEP2021:00:00:00,61 a 70,M,Sputnik,Privado,0,1,,0
14SEP2021:00:00:00,61 a 70,M,Moderna,Privado,0,1,,0
25SEP2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,1,,0
25SEP2021:00:00:00,91 o mas,F,Sputnik,Público nacional,0,1,,0
29SEP2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,6,,0
15OCT2021:00:00:00,31 a 40,F,Sinopharm,Privado,1,0,,0
29OCT2021:00:00:00,61 a 70,F,Sputnik,Privado,0,1,,0
16NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,92,77,,47
16NOV2021:00:00:00,30 o menos,F,Moderna,Público,6,3,,0
16NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,478,5021,,2
16NOV2021:00:00:00,30 o menos,F,Sputnik,Público,1,736,,0
16NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0
16NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,225,993,,1
16NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,89,89,,24
16NOV2021:00:00:00,30 o menos,M,Moderna,Público,1,2,,0
16NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,493,5035,,0
16NOV2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,0,1,,0
16NOV2021:00:00:00,30 o menos,M,Sputnik,Público,1,789,,0
16NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
16NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,187,994,,0
16NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,57,62,,119
08NOV2021:00:00:00,41 a 50,F,Moderna,Público,1,5,,1
08NOV2021:00:00:00,41 a 50,F,Sinopharm,Privado,0,2,,0
08NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,29,21,,4
08NOV2021:00:00:00,41 a 50,F,Sputnik,Público,3,57,,0
08NOV2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,0,,2
08NOV2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0
08NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,61,37,,751
08NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,0,1,,17
08NOV2021:00:00:00,41 a 50,M,Moderna,Público,1,5,,1
08NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,23,28,,3
08NOV2021:00:00:00,41 a 50,M,Sputnik,Público,7,49,,0
08NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,50,22,,2031
08NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público nacional,0,0,,18
08NOV2021:00:00:00,51 a 60,F,Moderna,Público,0,8,,0
08NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,18,17,,15
08NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,67,,0
08NOV2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
08NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,27,17,,1465
08NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,0,1,,27
08NOV2021:00:00:00,51 a 60,M,Moderna,Público,0,3,,0
08NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,8,15,,5
08NOV2021:00:00:00,51 a 60,M,Sputnik,Público,3,58,,0
08NOV2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0
08NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,27,8,,151
08NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público nacional,0,0,,18
08NOV2021:00:00:00,61 a 70,F,Moderna,Público,0,19,,1
08NOV2021:00:00:00,61 a 70,F,Sinopharm,Público,9,4,,5
08NOV2021:00:00:00,61 a 70,F,Sputnik,Público,0,24,,0
08NOV2021:00:00:00,61 a 70,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
08NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,8,5,,81
08NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público nacional,0,0,,30
08NOV2021:00:00:00,61 a 70,M,Moderna,Público,0,13,,0
08NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,6,2,,0
08NOV2021:00:00:00,61 a 70,M,Sputnik,Público,1,21,,0
08NOV2021:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
08NOV2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
08NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,19,13,,442
08NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público nacional,0,0,,11
08NOV2021:00:00:00,71 a 80,F,Moderna,Público,0,2,,0
08NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,6,2,,15
08NOV2021:00:00:00,71 a 80,F,Sputnik,Público,0,14,,0
08NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,7,2,,239
08NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público nacional,0,0,,18
08NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,2,3,,6
08NOV2021:00:00:00,71 a 80,M,Sputnik,Público,1,6,,0
08NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,5,,42
08NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público nacional,0,0,,5
08NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,1,0,,2
08NOV2021:00:00:00,81 a 90,F,Sputnik,Público,0,3,,0
08NOV2021:00:00:00,81 a 90,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
08NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,2,,13
08NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público nacional,0,0,,8
08NOV2021:00:00:00,81 a 90,M,Sinopharm,Público,0,1,,0
19OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,44,1398,,0
19OCT2021:00:00:00,30 o menos,F,Moderna,Público,9,65,,0
19OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,268,383,,0
19OCT2021:00:00:00,30 o menos,F,Sputnik,Público,53,1060,,0
19OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,0,,0
19OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2262,14,,0
19OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,44,1374,,0
19OCT2021:00:00:00,30 o menos,M,Moderna,Público,3,85,,0
19OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,335,371,,0
19OCT2021:00:00:00,30 o menos,M,Sputnik,Público,42,1031,,0
19OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,6,0,,0
19OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2512,8,,0
19OCT2021:00:00:00,31 a 40,F,AstraZeneca,Público,14,508,,1
19OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,115,165,,0
19OCT2021:00:00:00,31 a 40,F,Sputnik,Público,16,524,,0
19OCT2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,4,0,,0
19OCT2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
19OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,30,609,,0
19OCT2021:00:00:00,31 a 40,M,Moderna,Público,0,1,,0
19OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,147,187,,0
19OCT2021:00:00:00,31 a 40,M,Sputnik,Público,27,558,,0
19OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0
19OCT2021:00:00:00,41 a 50,F,AstraZeneca,Público,11,393,,0
19OCT2021:00:00:00,41 a 50,F,Moderna,Público,0,1,,0
19OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,56,129,,0
19OCT2021:00:00:00,41 a 50,F,Sputnik,Público,5,396,,0
19OCT2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0
19OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,14,418,,0
19OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,54,107,,1
19OCT2021:00:00:00,41 a 50,M,Sputnik,Público,12,420,,0
19OCT2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0
19OCT2021:00:00:00,51 a 60,F,AstraZeneca,Público,3,226,,1
19OCT2021:00:00:00,51 a 60,F,Moderna,Público,0,1,,0
19OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,37,62,,0
19OCT2021:00:00:00,51 a 60,F,Sputnik,Público,10,216,,0
19OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,5,225,,0
19OCT2021:00:00:00,51 a 60,M,Moderna,Público,0,2,,0
19OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,28,65,,0
19OCT2021:00:00:00,51 a 60,M,Sputnik,Público,4,208,,0
19OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
19OCT2021:00:00:00,61 a 70,F,AstraZeneca,Público,5,183,,0
19OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,14,26,,0
19OCT2021:00:00:00,61 a 70,F,Sputnik,Público,0,92,,0
13SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,5,26,,0
13SEP2021:00:00:00,41 a 50,F,Sputnik,Público,0,1,,0
13SEP2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,122,0,,0
13SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público,3,84,,0
13SEP2021:00:00:00,41 a 50,M,Sinopharm,Público,9,15,,0
13SEP2021:00:00:00,41 a 50,M,Sputnik,Público,2,0,,0
13SEP2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,105,0,,0
13SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,3,63,,0
13SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,2,9,,0
13SEP2021:00:00:00,51 a 60,F,Sputnik,Público,1,2,,0
13SEP2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,46,0,,0
13SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,47,,0
13SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,7,15,,0
13SEP2021:00:00:00,51 a 60,M,Sputnik,Público,0,3,,0
13SEP2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,46,0,,0
13SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,1,13,,0
13SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,3,1,,0
13SEP2021:00:00:00,61 a 70,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,18,0,,0
13SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,0,12,,0
13SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,0,3,,0
13SEP2021:00:00:00,61 a 70,M,Sputnik,Público,0,1,,7
13SEP2021:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,23,0,,0
13SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,1,9,,0
13SEP2021:00:00:00,71 a 80,F,Sputnik,Público,0,1,,1
13SEP2021:00:00:00,71 a 80,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,0,,0
13SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,4,,0
13SEP2021:00:00:00,71 a 80,M,Sputnik,Público,0,1,,2
13SEP2021:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,7,0,,0
13SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,9,2,,0
13SEP2021:00:00:00,81 a 90,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,8,0,,0
13SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,0
13SEP2021:00:00:00,81 a 90,M,Sinopharm,Público,3,0,,0
13SEP2021:00:00:00,81 a 90,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,1,,0
13SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,2,,0
13SEP2021:00:00:00,91 o mas,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0
27JAN2021:00:00:00,61 a 70,F,Sputnik,Público nacional,1,0,,0
25MAR2021:00:00:00,30 o menos,F,AstraZeneca,Público,0,1,,0
25MAR2021:00:00:00,31 a 40,F,AstraZeneca,Público,0,1,,0
30MAR2021:00:00:00,30 o menos,M,Sinopharm,Privado,1,0,,0
28APR2021:00:00:00,30 o menos,M,Sinopharm,Privado,0,1,,0
29MAY2021:00:00:00,41 a 50,F,Sinopharm,Público,0,2,,0
21AUG2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,1,,0
26AUG2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
18SEP2021:00:00:00,30 o menos,M,Moderna,Privado,0,1,,0
07OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
15OCT2021:00:00:00,51 a 60,M,Moderna,Público,0,0,,1
19OCT2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,1,,0
21OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,1,0,,0
23OCT2021:00:00:00,30 o menos,M,Sinopharm,Privado,1,0,,0
23OCT2021:00:00:00,51 a 60,M,Moderna,Privado,0,1,,0
10NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público nacional,0,1,,0
11NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,1,,0
18NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,102,70,,101
18NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,1347,5513,,1
18NOV2021:00:00:00,30 o menos,F,Sputnik,Público,0,52,,3
18NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
18NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,650,3085,,0
18NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,86,58,,54
18NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,1329,5672,,1
18NOV2021:00:00:00,30 o menos,M,Sputnik,Público,0,52,,1
18NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,751,3139,,0
18NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,43,40,,256
18NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,33,23,,1
18NOV2021:00:00:00,31 a 40,F,Sputnik,Público,1,72,,7
18NOV2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0
18NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,58,47,,126
18NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,32,31,,0
18NOV2021:00:00:00,31 a 40,M,Sputnik,Público,0,69,,3
18NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,30,34,,271
18NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,22,17,,2
18NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,48,,3
18NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,27,28,,123
17OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,242,493,,0
17OCT2021:00:00:00,30 o menos,F,Sputnik,Público,0,398,,0
17OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1092,6,,0
17OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,251,444,,0
17OCT2021:00:00:00,30 o menos,M,Sputnik,Público,0,302,,0
17OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
17OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1105,4,,0
17OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,105,144,,0
17OCT2021:00:00:00,31 a 40,F,Sputnik,Público,0,285,,0
17OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,88,143,,0
17OCT2021:00:00:00,31 a 40,M,Sputnik,Público,0,186,,1
17OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,46,135,,0
17OCT2021:00:00:00,41 a 50,F,Sputnik,Público,0,172,,0
17OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,33,103,,0
17OCT2021:00:00:00,41 a 50,M,Sputnik,Público,0,146,,0
17OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,30,118,,0
17OCT2021:00:00:00,51 a 60,F,Sputnik,Público,0,121,,1
17OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,18,84,,0
17OCT2021:00:00:00,51 a 60,M,Sputnik,Público,0,100,,0
17OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,17,51,,0
17OCT2021:00:00:00,61 a 70,F,Sputnik,Público,0,52,,0
17OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,7,45,,0
17OCT2021:00:00:00,61 a 70,M,Sputnik,Público,0,39,,0
17OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,7,17,,0
17OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,24,,0
17OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,3,9,,0
17OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,8,,0
17OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,2,8,,0
17OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,12,,0
17OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,2,0,,0
17OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
17OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,0,2,,0
17OCT2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,,0
17OCT2021:00:00:00,91 o mas,M,Sputnik,Público,0,1,,0
13DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
13DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,104,82,,348
13DEC2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,0,,2
13DEC2021:00:00:00,31 a 40,F,AstraZeneca,Público,41,45,,205
13DEC2021:00:00:00,31 a 40,F,Sinopharm,Público,58,60,,0
13DEC2021:00:00:00,31 a 40,F,Sputnik,Público,10,139,,0
13DEC2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
13DEC2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1
13DEC2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,837
13DEC2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,0,,3
13DEC2021:00:00:00,31 a 40,M,AstraZeneca,Público,70,41,,72
13DEC2021:00:00:00,31 a 40,M,Sinopharm,Público,73,61,,0
13DEC2021:00:00:00,31 a 40,M,Sputnik,Público,6,174,,0
13DEC2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1
13DEC2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,723
13DEC2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,0,,18
13DEC2021:00:00:00,41 a 50,F,AstraZeneca,Público,21,31,,991
13DEC2021:00:00:00,41 a 50,F,Sinopharm,Público,28,33,,0
13DEC2021:00:00:00,41 a 50,F,Sputnik,Público,1,35,,1
13DEC2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,16
13DEC2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,5,,2647
13DEC2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,0,,25
13DEC2021:00:00:00,41 a 50,M,AstraZeneca,Público,35,29,,906
13DEC2021:00:00:00,41 a 50,M,Sinopharm,Público,32,28,,0
13DEC2021:00:00:00,41 a 50,M,Sputnik,Público,2,64,,0
13DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,17
13DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,4,,2546
13DEC2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,0,,10
13DEC2021:00:00:00,51 a 60,F,AstraZeneca,Público,18,22,,458
13DEC2021:00:00:00,51 a 60,F,Sinopharm,Público,20,20,,2
13DEC2021:00:00:00,51 a 60,F,Sputnik,Público,1,22,,0
13DEC2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,24
13DEC2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,2418
13DEC2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,0,,5
13DEC2021:00:00:00,51 a 60,M,AstraZeneca,Público,22,18,,305
13DEC2021:00:00:00,51 a 60,M,Sinopharm,Público,19,15,,1
28SEP2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,2,,0
28SEP2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,1,,0
28SEP2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,1,,0
28SEP2021:00:00:00,51 a 60,F,AstraZeneca,Privado,0,2,,0
28SEP2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,1,,0
28SEP2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,1,,0
28SEP2021:00:00:00,71 a 80,F,AstraZeneca,Privado,0,2,,0
28SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,1,,0
29SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,5,399,,0
29SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,59,538,,0
29SEP2021:00:00:00,30 o menos,F,Sputnik,Público,199,106,,0
29SEP2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,90,0,,0
29SEP2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1375,1,,0
29SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,4,401,,0
29SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,72,534,,0
29SEP2021:00:00:00,30 o menos,M,Sputnik,Público,263,75,,0
29SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,80,0,,0
29SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1159,4,,0
29SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,2,257,,0
29SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,49,194,,0
29SEP2021:00:00:00,31 a 40,F,Sputnik,Público,241,3019,,0
29SEP2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,51,0,,0
29SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,4,264,,0
29SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,41,229,,0
29SEP2021:00:00:00,31 a 40,M,Sputnik,Público,75,3761,,0
29SEP2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,58,0,,0
29SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,0,287,,0
29SEP2021:00:00:00,41 a 50,F,Sinopharm,Público,47,136,,0
29SEP2021:00:00:00,41 a 50,F,Sputnik,Público,108,282,,0
29SEP2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,29,0,,0
29SEP2021:00:00:00,41 a 50,M,AstraZeneca,Público,3,334,,1
29SEP2021:00:00:00,41 a 50,M,Sinopharm,Público,52,120,,0
29SEP2021:00:00:00,41 a 50,M,Sputnik,Público,92,265,,0
29SEP2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,17,0,,0
29SEP2021:00:00:00,51 a 60,F,AstraZeneca,Público,2,215,,0
29SEP2021:00:00:00,51 a 60,F,Sinopharm,Público,23,55,,0
29SEP2021:00:00:00,51 a 60,F,Sputnik,Público,31,235,,0
29SEP2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,0,,0
29SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público,0,238,,0
29SEP2021:00:00:00,51 a 60,M,Sinopharm,Público,12,52,,0
29SEP2021:00:00:00,51 a 60,M,Sputnik,Público,32,205,,0
29SEP2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,13,0,,0
